X2024-3,U3047,X2024-4,U3056,U3020,U3071,X2024-2,U3117,U3073,U3017,X2024-1,U3039,U3013
ENSG00000015133,8.02987813491698,8.98974230464814,7.83263899386144,8.8943486249223,7.2872876809423,8.06531585042755,7.68214488098728,8.37482439062935,6.49205362362952,10.6788219342193,7.46111820217209,6.29490926013743,7.18340063644031
ENSG00000015592,11.8213250864963,7.00603258525803,12.0864313088249,7.56436164709068,6.12603574422007,7.64916452950772,12.2004438276164,6.86328509744056,5.88153238041385,10.2666312181736,12.8556905506421,6.05368588026755,5.95766986836285
ENSG00000015676,12.5401791298176,10.3626005454464,12.6934434544044,11.0285053573296,10.5425703576391,11.1389856745802,12.5175552827752,10.9566992711349,10.5492136116364,10.9412605597383,12.7313429765693,11.2503466499337,10.8009300584912
ENSG00000016391,9.75629537015863,8.30569420940989,8.99888320530014,8.30613545498791,8.059557835797,6.79240426981401,9.39929936461571,7.94830128713166,8.57649666563464,9.60657046127051,8.22338328348562,7.16170517681893,8.45298337552041
ENSG00000017483,8.15981708694491,5.94861164591972,7.41635240404374,5.88968124369097,6.4925949130547,6.89599880183667,8.29062743801871,6.17591013055667,6.20606654986635,5.87582114587221,8.89983341658811,8.03116524057058,8.7269611251056
ENSG00000018189,12.0386103700436,11.1177098824716,12.3389211836067,10.5862394567081,8.86561892722463,9.54779845966927,12.2689784006838,10.3657032227141,10.2640448655158,11.4619410632039,12.1317844041087,10.2199617361249,9.124041219444
ENSG00000018236,12.7413333719768,9.78616910792463,12.734515932898,6.0404866650518,12.4629919973505,7.496342176615,12.5493587750465,11.0749424563417,11.0422255442601,6.37256334707479,12.1648039972378,8.98362519004357,6.32307560207656
ENSG00000018408,8.73352953273712,11.4253646018968,9.21588330520843,12.5230024315732,13.7214993514498,12.0478874037872,8.56772912407661,12.5906071866363,12.6983672997475,11.1775911353113,7.63646143318034,12.6534383902633,13.7167973517113
ENSG00000018625,14.5141151118304,8.47130888171226,14.4116438158802,10.1709862191343,6.94683610316665,6.67579695306438,14.2628751315187,6.80848192520348,6.36528317425941,9.5292387750329,11.6845214110355,8.27656940023149,7.03614004584059
ENSG00000019505,11.9482254026001,6.0581683511625,12.4202019147657,5.68284451378311,6.7136859505402,5.98093331490752,12.0486217862163,6.13964887148781,6.53705686876084,6.06794128148704,12.3465220266513,6.26681689354766,6.07092308942362
